微博id,微博url,评论id,评论者url,评论者名字,评论时间,评论内容
0a38caa73102cf27a2c13c70d0c2a887,http://weibo.com/2015316631/Dtky1uIz7?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3969915722079601,http://weibo.com/yongbei92,九歌Miracle_,4月30日 10:58 ,"
            然后，赣州我家就下暴雨了啊～～ "
0a38caa73102cf27a2c13c70d0c2a887,http://weibo.com/2015316631/Dtky1uIz7?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3969915247814680,http://weibo.com/qianchenxiaowo,唯唯维拉Vela,4月30日 10:56 ,"
            洗了13双鞋，放在阳台晾着。今天没雨吧？ "
0a38caa73102cf27a2c13c70d0c2a887,http://weibo.com/2015316631/Dtky1uIz7?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3969914123624028,http://weibo.com/2547635420,婷zi子,4月30日 10:52 ,"
            粤西小假期会不会下雨？ "
0a38caa73102cf27a2c13c70d0c2a887,http://weibo.com/2015316631/Dtky1uIz7?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3969911565079666,http://weibo.com/2054469553,啁冰冰,4月30日 10:42 ,"
            真的假的，现在还在下 "
0a38caa73102cf27a2c13c70d0c2a887,http://weibo.com/2015316631/Dtky1uIz7?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3969911442999235,http://weibo.com/stentcn,转身的错过,4月30日 10:41 ,"
            太好了 "
0a38caa73102cf27a2c13c70d0c2a887,http://weibo.com/2015316631/Dtky1uIz7?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3969906586760163,http://weibo.com/1985260221,Money-money的一些事一些情,4月30日 10:22 ,"
            真的吗？可以去海滩玩了 "
0a38caa73102cf27a2c13c70d0c2a887,http://weibo.com/2015316631/Dtky1uIz7?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3969906431692853,http://weibo.com/parkhang,谢谢晓航,4月30日 10:21 ,"
            真的吗真的吗不要下雨哦今天 "
0a38caa73102cf27a2c13c70d0c2a887,http://weibo.com/2015316631/Dtky1uIz7?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3969905226966498,http://weibo.com/2216002755,傻不拉几在熊猫国,4月30日 10:17 ,"
            粤北的雨是不是跑到了江西 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985821813983698,http://weibo.com/5611863244,君王爷爷,6月13日 08:23 ,"
            回复@广东天气:是什么天气软件 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985541689471061,http://weibo.com/3102554781,taotao-l,6月12日 13:50 ,"
            东莞庄！原来小编在我们学校那里的气象中心，以前每天上课都要经过那里。 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985532709194538,http://weibo.com/a417356787,0o扭纹柴o0,6月12日 13:15 ,"
            回复@广东天气:谢了 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985502145144246,http://weibo.com/gdweather,广东天气,6月12日 11:13 ,"
            回复@TAO就是涛:沿海擦边  累计雨量会很大 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985502019599780,http://weibo.com/gdweather,广东天气,6月12日 11:13 ,"
            回复@君王爷爷:强降水 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985501994815549,http://weibo.com/gdweather,广东天气,6月12日 11:13 ,"
            回复@0o扭纹柴o0:广东天气微信公众号 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985486496299522,http://weibo.com/manhua1126,敏华-Manrah,6月12日 10:11 ,"
            回复@0o扭纹柴o0:广东天气 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985475293595676,http://weibo.com/a417356787,0o扭纹柴o0,6月12日 09:26 ,"
            这个天气好！那个公众号？！！！！！！！跪求！ "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985475272750707,http://weibo.com/gdweather,广东天气,6月12日 09:26 ,"
            回复@TAO就是涛:擦边沿海 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985471761455410,http://weibo.com/5611863244,君王爷爷,6月12日 09:12 ,"
            你这是什么天气 "
0bdab25f3ea60553350047e1b65bff80,http://weibo.com/2015316631/DzRlsxRCR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985469064383798,http://weibo.com/2878331095,TAO就是涛,6月12日 09:02 ,"
            会上岸吗？美女小编 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003747488806258,http://weibo.com/oceantnt,深海啟人,8月1日 19:34 ,"
            窗外一丝风都没有 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003768485997933,http://weibo.com/3959480102,佳空谷幽兰,8月1日 20:57 ,"
            汕尾大风呼啸ing "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003765474741638,http://weibo.com/2104886691,台山之子,8月1日 20:45 ,"
            台山表示风雨都停了 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003760592210922,http://weibo.com/2105431203,爱kitty猫的妹妹,8月1日 20:26 ,"
            现在风都没 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003754669475001,http://weibo.com/sunnyhope2011,心微笑201110,8月1日 20:02 ,"
            揭阳揭西现在风好大 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003754585885155,http://weibo.com/1882071033,-明星鼻涕虫三金仔-,8月1日 20:02 ,"
            回复@-超级无敌鸡仔泳-: "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003754443869224,http://weibo.com/1789489241,-超级无敌鸡仔泳-,8月1日 20:01 ,"
            回复@-明星鼻涕虫三金仔-:哼哼哈嘿 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003753407321042,http://weibo.com/1882071033,-明星鼻涕虫三金仔-,8月1日 19:57 ,"
            回复@-超级无敌鸡仔泳-:要nn保护 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003753034243077,http://weibo.com/2594148084,加強微博,8月1日 19:56 ,"
            注意安全 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003749464420072,http://weibo.com/1789489241,-超级无敌鸡仔泳-,8月1日 19:42 ,"
            回复@-明星鼻涕虫三金仔-:哇塞！太厉害了 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003749359302659,http://weibo.com/5614140899,幸福草莓冰淇淋2002,8月1日 19:41 ,"
            普宁风雨来了 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003747921387938,http://weibo.com/1445417032,Bo-gle,8月1日 19:35 ,"
            揭阳风好大 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003747488806258,http://weibo.com/oceantnt,深海啟人,8月1日 19:34 ,"
            窗外一丝风都没有 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003746872469533,http://weibo.com/3836891141,啊招招,8月1日 19:31 ,"
            湛江能下点雨不 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003746826248165,http://weibo.com/zhotio94,童言無忌ZH,8月1日 19:31 ,"
            回复@HL九零不後:那还来不来啊 有点激动 有点不爽 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003746696584380,http://weibo.com/1909959413,我是小素_你是谁,8月1日 19:31 ,"
            汕头雨好大 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003746495055397,http://weibo.com/leunghi,Leunghi,8月1日 19:30 ,"
            面袭击珠三角 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003746277188256,http://weibo.com/sheepyuyu,大口羊,8月1日 19:29 ,"
            海珠区停雨停风哦，偏移？ "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003746108878446,http://weibo.com/AK47ZZQ,TableC_,8月1日 19:28 ,"
            回复@少爷国:暴风雨前的宁静？ "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003746071123527,http://weibo.com/howardfok,靈筱靈,8月1日 19:28 ,"
            你大爷我真的想看台风眼啊风婆婆不要饥饿营销啊 "
0c9bd1e1f96df53f1ddc72ba70d44dcc,http://weibo.com/2015316631/E1zpMr6mq?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003745882346419,http://weibo.com/2362273193,HL九零不後,8月1日 19:27 ,"
            回复@童言無忌ZH:那是外围云系，台风还没来。 "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971442431754340,http://weibo.com/2105431203,爱kitty猫的妹妹,5月4日 16:05 ,"
            回复@广东天气:半夜下会打雷还扰人美梦 "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971394511837692,http://weibo.com/2280477392,坐井观天的石头,5月4日 12:54 ,"
            中山一直都阴 "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971389998874694,http://weibo.com/snail19901203,凉薄的小蜗牛,5月4日 12:37 ,"
            靠靠靠 被子都晒外面了 "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971387436162330,http://weibo.com/2837320510,Y-Alsyutk,5月4日 12:26 ,"
            期待 "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971381173325809,http://weibo.com/2259273894,_通街市无,5月4日 12:01 ,"
            潮州超热 "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971374547065443,http://weibo.com/2962077885,WLJIAN--孤芳自赏,5月4日 11:35 ,"
            肇庆四会应该无大雨吧？ "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971373753971225,http://weibo.com/gdweather,广东天气,5月4日 11:32 ,"
            回复@小猪猪xp:未来三天以阵性雷雨为主~ "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971370444811491,http://weibo.com/pondergod,水煮凉水,5月4日 11:19 ,"
            这一个礼拜六天雨一天多云的日子啥时候结束 "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971369299178409,http://weibo.com/gdweather,广东天气,5月4日 11:14 ,"
            回复@爱kitty猫的妹妹:我知道半夜下最好，不会被淋雨~ "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971365687910737,http://weibo.com/1946991902,小猪猪xp,5月4日 11:00 ,"
            未来几天天气会好转吗？ "
0d6fa76d08190b5c6097b537f3c53787,http://weibo.com/2015316631/DtWw9c64Z?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3971365104982978,http://weibo.com/2105431203,爱kitty猫的妹妹,5月4日 10:58 ,"
            晚一点下好，晚上凉快 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3974012356992710,http://weibo.com/3192445440,游荡_冬冬,5月11日 18:17 ,"
            表示我们潮汕不是亲生的 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3974001753693341,http://weibo.com/1792000587,KL秋的凉,5月11日 17:35 ,"
            是呢是呢，汕头很舒服。站在窗前俯瞰着下面的车水马龙，一丝丝微凉的夏风吹过，嗯！很惬意很舒服。 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3974089477105210,http://weibo.com/5403853025,CCCCC-LS,5月11日 23:23 ,"
            怀念我家大潮汕，好想回家享受舒服的温度 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3974012356992710,http://weibo.com/3192445440,游荡_冬冬,5月11日 18:17 ,"
            表示我们潮汕不是亲生的 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3974006699130456,http://weibo.com/5361738001,CHINA---PXJQ,5月11日 17:54 ,"
            我大潮汕最凉快，欢迎来此度假 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3974001753693341,http://weibo.com/1792000587,KL秋的凉,5月11日 17:35 ,"
            是呢是呢，汕头很舒服。站在窗前俯瞰着下面的车水马龙，一丝丝微凉的夏风吹过，嗯！很惬意很舒服。 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973991540953339,http://weibo.com/1622618992,大头蚊_,5月11日 16:54 ,"
            回复@不知道微博名字叫啥好:突然好向往你的城市 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973990555468463,http://weibo.com/2470295270,不知道微博名字叫啥好,5月11日 16:50 ,"
            回复@大头蚊_:哈哈我想回家 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973990471154820,http://weibo.com/2003271467,饶平县正华会计-三毛,5月11日 16:50 ,"
            欢迎到大潮汕避暑 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973990361778229,http://weibo.com/1622618992,大头蚊_,5月11日 16:49 ,"
            @不知道微博名字叫啥好 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973988444852575,http://weibo.com/gaoliangfengyun,韦维的日记,5月11日 16:42 ,"
            高州32.7℃，是全省最高，茂名也有31.9℃ "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973984230389361,http://weibo.com/gdweather,广东天气,5月11日 16:25 ,"
            回复@司徒少0605: 是还没有初恋啊~ "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973984162842236,http://weibo.com/3103500797,qjhqyi,5月11日 16:25 ,"
            汕头今天确实舒服啊 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973984053939154,http://weibo.com/5819546844,司徒少0605,5月11日 16:24 ,"
            回复@广东天气:估计小编的初恋在小学已经没有了 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973983948508117,http://weibo.com/1866501282,糖糖糖糖玲子,5月11日 16:24 ,"
            凉快 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973982787213361,http://weibo.com/gdweather,广东天气,5月11日 16:19 ,"
            回复@林-小燕:明后天就好啦 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973982694733310,http://weibo.com/gdweather,广东天气,5月11日 16:19 ,"
            回复@司徒少0605: 差点看成初恋 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973979784315620,http://weibo.com/1734728230,追風少年-FZX,5月11日 16:07 ,"
            当然舒服，昨天更舒服，没雨又凉爽。（不要打我） "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973979197347660,http://weibo.com/2388059051,福贵贤仁,5月11日 16:05 ,"
            是舒适刚刚好 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973974989686534,http://weibo.com/mmqxt,茂名天气,5月11日 15:48 ,"
            No.1 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973974235157989,http://weibo.com/wuwei921031,有些事现在不做以后再也不会做,5月11日 15:45 ,"
            舒服 "
10b409ca7ec3628accfa3fc96ac199be,http://weibo.com/2015316631/Dv2fHpjHI?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973973098323727,http://weibo.com/5819546844,司徒少0605,5月11日 15:41 ,"
            初秋的感觉 "
142068dff7db423e011e5012d1bf6e6f,http://weibo.com/2015316631/E0i87mRuc?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4000795366305540,http://weibo.com/2344003360,永州阿牛,7月24日 16:03 ,"
            只差调味料了。 "
142068dff7db423e011e5012d1bf6e6f,http://weibo.com/2015316631/E0i87mRuc?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4000768728107287,http://weibo.com/qvoiovp,章鱼哲,7月24日 14:17 ,"
            南半球的现在是不是冬天？？我要游水过去 "
142068dff7db423e011e5012d1bf6e6f,http://weibo.com/2015316631/E0i87mRuc?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4000764982692818,http://weibo.com/5742975822,怀旧是一种态度丶,7月24日 14:02 ,"
            周边都是云，怎么咱们就是晴空万里 "
142068dff7db423e011e5012d1bf6e6f,http://weibo.com/2015316631/E0i87mRuc?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4000743491275316,http://weibo.com/2051520175,cyhlax,7月24日 12:37 ,"
            真形象，祸外水当火。 "
142068dff7db423e011e5012d1bf6e6f,http://weibo.com/2015316631/E0i87mRuc?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4000720434654460,http://weibo.com/2619033422,不吃牛肉丸,7月24日 11:05 ,"
            今天洗了被子，没洗衣机烘干，等晒熟 "
